,0
0,8.901610770429128
1,4.720070576315154
2,2.7524601298902547
3,6.799267127331584
4,5.002510228805684
5,1.41504625216962
6,4.385005639915498
7,1.8126525962797362
8,1.7205070611972448
9,3.9677403202691996
10,1.8815901874499472
11,5.520045122076214
12,3.6759687865223682
13,3.334171873825425
14,1.5899994136142017
15,2.5742714460131104
16,4.542094638088163
17,0.6508693137255561
18,4.146355204056706
19,2.6904510874699876
20,2.177431338441966
21,3.348076968596789
22,1.7717170394880961
23,2.1185033582669406
24,6.456815894995074
25,1.921250835813153
26,1.3530718015021261
27,3.1886819516355778
28,6.235902288371561
29,3.499230846066621
30,2.717224367089406
31,4.387809222644944
32,2.226164444978671
33,1.0852351205631554
34,3.4184718563314114
35,3.6911505072116615
36,4.431656197177358
37,6.489605420633179
38,3.1742455464485246
39,2.77530260925311
40,2.2105089541777367
41,2.334318358768206
42,2.228766706521576
43,5.6068082948807145
44,4.720649287589324
45,3.406329581372117
46,0.7176690823671816
47,5.211853417615609
48,0.4248127698563744
49,3.891609535962636
50,1.2453059451420332
51,2.055720259057796
52,0.7814623595530612
53,3.4906902743138115
54,2.254245533084208
55,2.9085345806104694
56,1.4568816239016953
57,3.2954330176076216
58,1.2071745823549551
59,2.322249882196988
60,1.5465147248467213
61,1.1373176250301638
62,2.2851613448448953
63,-0.3608889188822979
64,1.2060578285792753
65,2.326572405497221
66,-0.36857333529587266
67,3.3617463478441207
68,0.9152453404383076
69,4.637581821796467
70,3.603777166649652
71,1.9242996423483842
72,3.585512002869936
73,1.1376485692470952
74,2.6671264669998607
75,3.1918657035891407
76,0.8662541600723234
77,2.75249042552156
78,2.316200515197921
79,1.8062582507334946
80,1.4962562814311982
81,2.8477603866118644
82,3.4144537789457248
83,0.5984540509783847
84,4.306875637767506
85,5.672356161548668
86,3.556626048396853
87,2.956155844434681
88,1.9925855190443862
89,6.122247461976593
90,2.371465666929063
91,4.216209658824833
92,2.551110141095621
93,3.3464998909673
94,4.727695014055739
95,4.067275006410236
96,5.251416261881901
97,5.159054403271042
98,3.2071878878809104
99,3.731004919437585
100,4.311428032032855
101,0.8453353988816684
102,2.197609430714804
103,3.668149570895301
104,1.862584264187152
105,6.839006631750044
106,0.9507789322180689
107,3.1589057507163036
108,6.874810020769452
109,4.489284740274936
110,5.459058721746934
111,6.959177282410778
112,2.4442276240221905
113,6.066295463015884
114,2.895392011550284
115,3.3839370631202215
116,2.44643740398588
117,3.4127376888040977
118,5.359549602133477
119,4.400640149112561
120,5.774589687057388
121,4.151437606102716
122,2.712653367980411
123,3.008779149550364
124,1.8174673348133314
125,2.9070465518460966
126,2.38843547037361
127,4.8896453383555505
128,2.4603750501472867
129,1.776827335888946
130,0.4085147021080212
131,3.9795205320096185
132,1.8524567117039628
133,1.4693137906305704
134,1.8527049542453944
135,1.714166068085746
136,3.7084964632372532
137,1.6629192278887213
138,4.025665909469467
139,0.8342404239772443
140,1.581318834969001
141,3.1078283195796654
142,3.1401748818479263
143,1.4080698515616188
144,7.442005017117701
145,3.433373125813884
146,2.152889231085013
147,4.480564047929768
148,2.207093144878973
149,0.5601446572366738
150,0.288548792068577
151,4.999601744261047
152,0.5245375483692144
153,2.9658168729883663
154,3.096611124918095
155,1.018869266102878
156,4.573928640338257
157,-0.07245733269400323
158,2.5067040768922526
159,0.09841661108341465
160,2.227948948032534
161,7.803170182274015
162,5.193363689497449
163,4.348023736758866
164,1.4463062108758544
165,3.849290371430284
166,3.395570326236791
167,0.5363474042015157
168,4.431306529863165
169,3.9846983964619933
170,4.110957442457457
171,2.7555618031909197
172,4.7629325649393435
173,0.14636849910045902
174,3.498576179247859
175,4.227094332634225
176,2.445216549021225
177,2.293476129938018
178,-0.17186594223835044
179,2.8771003881732486
180,1.5609487808970626
181,3.6594843315560914
182,1.0075088208887497
183,0.3277976566069283
184,3.394840584494997
185,1.7289140809473933
186,1.3772937366206528
187,2.745757320837231
188,0.188281597402708
189,4.986435708109097
190,1.979515757571504
191,4.945218137639255
192,2.8485485635340284
193,2.2914566332558444
194,3.7434354519591055
195,6.120851890944921
196,3.7328438399291137
197,4.6737525514794775
198,3.89508076014838
199,4.8039311201973085
200,-0.1313912847496618
201,1.704847758258203
202,6.617886999528033
203,3.2445838071300668
204,2.3034623704577504
205,2.9738011973664644
206,2.4160450480736895
207,2.2400011668198916
208,2.866332450496058
209,2.1568021850398047
210,4.900658265490762
211,3.701695036817892
212,4.923377636759825
213,1.268361560238861
214,0.6991730722530138
215,-0.09639234360169119
216,3.4331884640390893
217,2.09474636266375
218,4.928153384437797
219,0.2970347337030594
220,4.673397686139126
221,0.9345598838344363
222,4.078009874727195
223,1.8971799846379347
224,1.1091215681341615
225,3.4348138385416083
226,4.734338618844007
227,1.5451191271012588
228,1.5640599637964314
229,1.859262099055766
230,3.5212132341391817
231,0.419225002755369
232,-0.024041098614087625
233,7.626282063816097
234,0.34877253300485256
235,2.507490194042747
236,5.569757279841413
237,0.9809110663301839
238,2.5034850205181582
239,2.613675071765997
240,3.9396762469851057
241,2.7662556764299895
242,4.553265676271067
243,4.010991848844251
244,1.8301604338202453
245,2.1419869505849207
