,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
0,1.764052345967664,1.43798885269363,-2.7677576956074925,1.5932736159500267,0.6133491654036357,0.30972382493129846,2.0425362340170494,-0.5148781639034627,0.9978447558928367,1.4170792739833395
1,0.4001572083672233,1.0925524915151419,-1.9920802099512775,0.5687223991204718,1.8436999764775681,-0.7374561938764481,-0.9194611841134224,0.4178542398903599,0.2600807237980046,0.4437287288585631
2,0.9787379841057392,0.06705416792759888,-0.6389815299183325,-0.11448704558920082,0.27109098221586064,-1.5369198832232425,0.11467002921498821,-2.0488327587590907,0.925065615472322,-0.07697270547731037
3,2.240893199201458,1.2251606290340131,-2.5269997196675815,0.25163024881989055,1.1364476270515151,-0.5622548291650494,-0.13742370370800255,-0.98974438834615,1.476075853308378,-1.091534358639565
4,1.8675579901499675,1.161832320199051,-1.3881022060487183,-1.21085563794359,-1.738331868174651,-1.5995111233025678,1.3655269247594162,-0.3382941895532951,-1.8792522804514322,-0.4374568101853107
5,-0.977277879876411,-0.28715899323377264,-0.019764520076958947,-0.3937337116943893,0.7071347443209272,0.8243899303441132,-0.2616383473769734,1.5038265027762627,-0.7825285421389928,1.6740103128782051
6,0.9500884175255894,1.015817794063185,-1.435846192974478,0.08525257457038693,0.030386131464882466,2.491486202197658,-1.2862409108227644,-0.25820895131257615,-1.4022050602466853,-2.9241531419878806
7,-0.1513572082976979,-1.8937562345324184,-0.3748952950643406,0.09942198670854183,0.7650019773845077,1.0118551635303574,-1.6546574897416484,-0.1545956417824247,-1.455285803944847,1.6825302531809092
8,-0.10321885179355784,-0.1009334960443515,0.7758387508988789,-1.5306162443986169,0.867665218013112,-0.2812379394329118,0.037232739871007635,-1.6558270256983303,-1.1523354119350042,-0.14711307593695994
9,0.41059850193837233,0.4443328522159511,0.6417261964118304,0.3276231792347814,-2.256250117810419,0.01670650760288455,1.270301300778209,-0.09355458630972056,0.09654855259981932,-0.3678592222981023
10,0.144043571160878,-0.9283085633732664,0.2703420528364246,0.27919649251421025,-0.4436027396060996,1.153919669146144,-0.14327661162811972,-1.0900810076467862,0.292280245037101,0.13737488428287448
11,1.454273506962975,2.4011224604921977,-2.007814004421202,-0.3770512062727785,-0.6700232805994619,-0.600915036416717,0.795255214599184,0.7780081759964306,0.8867214532569343,-0.2201071432268181
12,0.7610377251469934,0.5420781298116647,0.11090486785044307,0.004174999082500307,0.15216419000569828,0.1329372671024025,-0.07207247556122547,2.168953917143037,0.11322062476444081,-2.5014239121080357
13,0.12167501649282841,1.6242422532753436,0.6037241550629524,-1.4834915533680013,-1.9405333971697167,-2.1699744273365895,-0.7424240056849941,0.5874821470270757,-0.02948164685781981,-0.6038212214108618
14,0.44386323274542566,-0.5685914054603644,-0.03605705930935338,-1.4797956153243483,-1.0905086674816995,-1.1165588764951044,1.2256539435141773,-1.1014442155661777,0.2782558335113498,0.7263562077557641
15,0.33367432737426683,-0.7404629578381936,-0.8371924651810774,0.1346872623382376,1.0019207035276676,-0.5693680056562912,-2.2053881068881718,0.6476220758912674,0.9704330463437877,1.2062645016220421
